"symbol","name","sector","industry","curr_close","prev_close","volume","change"
"PRGS","Progress Software Corporation","Technology","Computer Software: Prepackaged Software","21.63","22.57",398000,"4.16482055826318"
"PFPT","Proofpoint, Inc.","Technology","EDP Services","18.12","18.32",226000,"1.09170305676856"
"PRPH","ProPhase Labs, Inc.","Consumer Durables","Major Pharmaceuticals","1.45","1.46",5700,"0.684931506849318"
"BIB","ProShares Trust ProShares Ultra Nasdaq Biotechnology","Finance","Asset management","88.86","90.31",19900,"1.60558077732256"
"BIS","ProShares Trust ProShares UltraShort Nasdaq Biotechnology","Finance","Asset management","40.58","40.49",11300,"-0.222277105458124"
"TQQQ","ProShares UltraPro QQQ","Finance","Asset management","64.36","65.19",1340500,"1.27320141125939"
"SQQQ","ProShares UltraPro Short QQQ ","Finance","Asset management","30.59","30.21",1721200,"-1.25786163522013"
"PSEC","Prospect Capital Corporation","Finance","Asset management","10.86","11.03",3236200,"1.54125113327289"
"PGRX","Prospect Global Resources Inc.","Basic Industries","Homebuilding","0.31","0.31",257900,0
"PRTA","Prothena Corporation plc","Consumer Durables","Major Pharmaceuticals","8.21","8.26",30200,"0.605326876513301"
"PWX","Providence and Worcester Railroad Company","Transport","Railroads","15.5","15.36",300,"-0.911458333333348"
"PROV","Provident Financial Holdings, Inc.","Finance","Savings Institutions","15.74","16.2",83400,"2.8395061728395"
"PBIP","Prudential Bancorp, Inc. of Pennsylvania","Finance","Banks","8.66","8.46",1700,"-2.36406619385341"
"PSBH","PSB Holdings, Inc.","Finance","Savings Institutions","5.68","5.65",200,"-0.530973451327421"
"PSDV","pSivida Corp.","Capital Goods","Biotechnology: Laboratory Analytical Instruments","2.35","2.27",80900,"-3.52422907488987"
"PMD","Psychemedics Corporation","Health Care","Medical Specialities","11.33","11.16",6600,"-1.52329749103943"
"PMTC","PTC Inc.","Technology","Computer Software: Prepackaged Software","23.13","24.01",1337700,"3.66513952519785"
"PULB","Pulaski Financial Corp.","Finance","Savings Institutions","10.48","10.55",14500,"0.663507109004746"
"PURE","PURE Bioscience, Inc.","Basic Industries","Major Chemicals","0.51","0.53",70800,"3.77358490566038"
"PCYO","Pure Cycle Corporation","Public Utilities","Water Supply","5.88","5.88",44300,0
"PVFC","PVF Capital Corp.","Finance","Savings Institutions","3.68","3.76",90600,"2.12765957446808"
"QADA","QAD Inc.","Technology","Computer Software: Prepackaged Software","11.67","12.08",27200,"3.39403973509934"
"QADB","QAD Inc.","Technology","Computer Software: Prepackaged Software","10.42","10.52",700,"0.950570342205315"
"QCCO","QC Holdings, Inc.","Finance","Investment Bankers/Brokers/Service","2.89","3.04",26500,"4.93421052631579"
"QCRH","QCR Holdings, Inc.","Finance","Major Banks",16,"15.97",3000,"-0.187852222917972"
"QGEN","Qiagen N.V.","Health Care","Biotechnology: Biological Products (No Diagnostic Substances)","19.1","19.88",1343000,"3.9235412474849"
"QKLS","QKL Stores, Inc.","Consumer Services","Food Chains","3.54","3.85",3900,"8.05194805194805"
"QLIK","Qlik Technologies Inc.","Technology","Computer Software: Prepackaged Software","25.17","26.01",1274900,"3.22952710495963"
"QLGC","QLogic Corporation","Technology","Computer Communications Equipment","10.39","10.86",898600,"4.32780847145487"
"QLTI","QLT Inc.","Consumer Durables","Major Pharmaceuticals","8.11","8.03",80000,"-0.996264009962644"
"QCOM","QUALCOMM Incorporated","Technology","Radio And Television Broadcasting And Communications Equipment","61.92","61.6",14881300,"-0.51948051948052"
"QLTY","Quality Distribution, Inc.","Transport","Trucking Freight/Courier Services","7.76","7.96",220100,"2.51256281407035"
"QSII","Quality Systems, Inc.","Technology","EDP Services","17.76","17.87",386700,"0.615556799104644"
"QBAK","Qualstar Corporation","Technology","Electronic Components","1.82","1.88",5000,"3.19148936170212"
"QLYS","Qualys, Inc.","Technology","Computer Software: Prepackaged Software","10.77",11,31600,"2.0909090909091"
"QTWW","Quantum Fuel Systems Technologies Worldwide, Inc.","Capital Goods","Auto Parts:O.E.M.","0.56","0.57",72800,"1.75438596491226"
"QCOR","Questcor Pharmaceuticals, Inc.","Consumer Durables","Major Pharmaceuticals","31.74","30.74",4542500,"-3.25309043591411"
"QUIK","QuickLogic Corporation","Technology","Semiconductors","2.43","2.56",295500,"5.078125"
"QDEL","Quidel Corporation","Health Care","Biotechnology: In Vitro & In Vivo Diagnostic Substances","22.25","22.32",212500,"0.313620071684584"
"QNST","QuinStreet, Inc.","Misc","Business Services","6.38","6.54",268600,"2.44648318042814"
"DFZ","R.G. Barry Corporation","Consumer Non-Durables","Shoe Manufacturing","13.19","13.79",28600,"4.3509789702683"
"RRD","R.R. Donnelley & Sons Company","Misc","Publishing","12.09","12.31",1654600,"1.78716490658002"
"RDCM","Radcom Ltd.","Technology","Computer peripheral equipment","2.68","3.06",20000,"12.4183006535948"
"ROIAK","Radio One, Inc.","Consumer Services","Broadcasting","1.52","1.53",2500,"0.653594771241828"
"ROIA","Radio One, Inc.","Consumer Services","Broadcasting","1.56","1.55",2600,"-0.645161290322571"
"RSYS","RadiSys Corporation","Technology","Computer peripheral equipment","4.52","4.96",165800,"8.87096774193549"
"RDNT","RadNet, Inc.","Health Care","Medical Specialities","2.79","2.74",28900,"-1.82481751824817"
"RDWR","Radware Ltd.","Misc","Business Services","14.57","14.99",234200,"2.80186791194129"
"RMKR","Rainmaker Systems, Inc.","Consumer Services","Other Consumer Services","0.48","0.5",97300,4
"RMBS","Rambus, Inc.","Technology","Semiconductors","6.83","6.96",1179500,"1.86781609195402"
"RAND","Rand Capital Corporation","Finance","Asset management","2.96","2.97",44100,"0.336700336700346"
"RLOG","Rand Logistics, Inc.","Consumer Services","Marine Transport","5.33","5.82",94600,"8.4192439862543"
"GOLD","Randgold Resources Limited","Basic Industries","Precious Metals","79.39","81.78",1234000,"2.92247493274639"
"RPTP","Raptor Pharmaceutical Corp.","Consumer Durables","Major Pharmaceuticals","6.68","6.9",2101200,"3.18840579710146"
"RAVN","Raven Industries, Inc.","Capital Goods","Specialty Chemicals","32.25","33.55",234000,"3.87481371087928"
"ROLL","RBC Bearings Incorporated","Capital Goods","Metal Fabrications","46.09","48.1",103100,"4.17879417879418"
"RCMT","RCM Technologies, Inc.","Technology","Professional Services","5.62","5.65",3900,"0.530973451327443"
"RDA","RDA Microelectronics, Inc.","Technology","Semiconductors","9.62","9.54",83400,"-0.838574423480076"
"RLOC","ReachLocal, Inc.","Technology","Advertising","16.44","16.67",202900,"1.37972405518897"
"RDI","Reading International Inc","Consumer Services","Movies/Entertainment","5.6","5.82",67500,"3.78006872852235"
"RSOL","Real Goods Solar, Inc.","Capital Goods","Building Products","1.88","1.98",41200,"5.05050505050505"
"RNWK","RealNetworks, Inc.","Technology","EDP Services","7.36","7.7",99700,"4.41558441558442"
"RP","RealPage, Inc.","Technology","Computer Software: Prepackaged Software","19.6","20.4",242200,"3.92156862745097"
"RCON","Recon Technology, Ltd.","Energy","Oilfield Services/Equipment","2.14","2.08",46500,"-2.8846153846154"
"RECV","Recovery Energy, Inc.","Energy","Oil & Gas Production","1.83","1.54",18400,"-18.8311688311688"
"RRGB","Red Robin Gourmet Burgers, Inc.","Consumer Services","Restaurants","47.08","48.37",247700,"2.66694231961959"
"REDF","Rediff.com India Limited","Consumer Services","Newspapers/Magazines","2.7","2.75",7000,"1.81818181818181"
"REGN","Regeneron Pharmaceuticals, Inc.","Consumer Durables","Major Pharmaceuticals","237.29","215.14",4759900,"-10.2956214557962"
"RGLS","Regulus Therapeutics Inc.","Consumer Durables","Major Pharmaceuticals","6.48","7.02",62300,"7.69230769230768"
"REIS","Reis, Inc","Misc","Business Services","16.07","16.03",22100,"-0.249532127261376"
"RELV","Reliv&#39; International, Inc.","Consumer Durables","Major Pharmaceuticals","1.23","1.27",28500,"3.1496062992126"
"MARK","Remark Media, Inc.","Consumer Services","Telecommunications Equipment","3.4","3.49",16800,"2.57879656160459"
"REMY","Remy International, Inc.","Capital Goods","Auto Parts:O.E.M.","17.26","17.55",13600,"1.65242165242164"
"RNST","Renasant Corporation","Finance","Major Banks","22.12","22.82",215600,"3.06748466257668"
"REGI","Renewable Energy Group, Inc.","Basic Industries","Major Chemicals","9.91","9.83",293200,"-0.813835198372326"
"RCII","Rent-A-Center Inc.","Technology","Diversified Commercial Services","34.61","34.93",692900,"0.916117950186091"
"RENT","Rentrak Corporation","Consumer Services","Movies/Entertainment","22.18","22.64",51500,"2.03180212014135"
"RGEN","Repligen Corporation","Health Care","Biotechnology: Biological Products (No Diagnostic Substances)","8.68","8.96",315400,"3.12500000000001"
"RPRX","Repros Therapeutics Inc.","Health Care","Biotechnology: Biological Products (No Diagnostic Substances)",19,"20.34",472100,"6.58800393313668"
"RJET","Republic Airways Holdings, Inc.","Transport","Air Freight/Delivery Services","10.4","11.19",846800,"7.05987488829312"
"RBCAA","Republic Bancorp, Inc.","Finance","Major Banks","21.76","22.2",117900,"1.98198198198197"
"FRBK","Republic First Bancorp, Inc.","Finance","Major Banks","2.84","2.71",136600,"-4.79704797047971"
"REFR","Research Frontiers Incorporated","Misc","Multi-Sector Companies","3.97","4.15",130300,"4.33734939759036"
"BBRY","Research In Motion Limited","Public Utilities","Telecommunications Equipment","15.8","16.29",33419300,"3.00798035604665"
"REXI","Resource America, Inc.","Finance","Finance/Investors Services","8.69","9.22",47100,"5.74837310195229"
"RECN","Resources Connection, Inc.","Misc","Business Services","10.76","11.36",249100,"5.28169014084506"
"RGDX","Response Genetics, Inc.","Health Care","Biotechnology: In Vitro & In Vivo Diagnostic Substances","1.28","1.27",400,"-0.787401574803148"
"MKTG","Responsys, Inc.","Technology","Computer Software: Prepackaged Software","7.69","7.77",876400,"1.02960102960102"
"ROIC","Retail Opportunity Investments Corp.","Consumer Services","Real Estate Investment Trusts","14.58","14.81",1224000,"1.55300472653612"
"RVLT","Revolution Lighting Technologies, Inc.","Basic Industries","Telecommunications Equipment","3.35","3.73",1364100,"10.1876675603217"
"REXX","Rex Energy Corporation","Energy","Oil & Gas Production","15.38","16.07",1051700,"4.29371499688861"
"RFIL","RF Industries, Ltd.","Capital Goods","Electrical Products","5.9",6,47900,"1.66666666666666"
"RFMD","RF Micro Devices, Inc.","Technology","Semiconductors","5.34","5.61",6030300,"4.81283422459894"
"RGCO","RGC Resources Inc.","Public Utilities","Oil & Gas Production","20.2","19.99",5000,"-1.05052526263132"
"RELL","Richardson Electronics, Ltd.","Consumer Non-Durables","Electronic Components","11.14","11.73",53500,"5.02983802216539"
"RICK","Rick&#39;s Cabaret International, Inc.","Consumer Services","Restaurants","8.43","8.41",13300,"-0.237812128418535"
"RIGL","Rigel Pharmaceuticals, Inc.","Consumer Durables","Major Pharmaceuticals","4.8","4.79",2163400,"-0.20876826722338"
"RNET","RigNet, Inc.","Consumer Services","Telecommunications Equipment","23.04","24.2",42000,"4.79338842975207"
"RIMG","Rimage Corporation","Technology","Computer peripheral equipment","8.76","9.01",5300,"2.77469478357381"
"RITT","RIT Technologies Ltd.","Consumer Durables","Telecommunications Equipment","4.64","4.65",4700,"0.215053763440876"
"RIVR","River Valley Bancorp.","Finance","Savings Institutions","22.35","22.4",100,"0.223214285714268"
"RVBD","Riverbed Technology, Inc.","Technology","Computer Communications Equipment","14.87","14.85",4450200,"-0.134680134680121"
"RVSB","Riverview Bancorp Inc","Finance","Savings Institutions","2.65","2.45",25500,"-8.16326530612244"
"RLJE","RLJ Entertainment, Inc.","Consumer Services","Movies/Entertainment",4,"4.2",2700,"4.76190476190477"
"ROCM","Rochester Medical Corporation","Health Care","Medical/Dental Instruments",13,"13.58",72300,"4.27098674521354"
"RCKB","Rockville Financial, Inc.","Finance","Banks","12.64",13,107800,"2.76923076923077"
"RMTI","Rockwell Medical, Inc.","Health Care","Biotechnology: Electromedical & Electrotherapeutic Apparatus","3.92","4.24",242900,"7.54716981132076"
"RCKY","Rocky Brands, Inc.","Consumer Non-Durables","Shoe Manufacturing","14.81","14.8",24100,"-0.0675675675675613"
"RMCF","Rocky Mountain Chocolate Factory, Inc.","Consumer Non-Durables","Specialty Foods","12.2","12.22",12500,"0.163666121112938"
"RSTI","Rofin-Sinar Technologies, Inc.","Energy","Industrial Machinery/Components","24.1","24.9",190500,"3.21285140562247"
"ROMA","Roma Financial Corporation","Finance","Savings Institutions","16.54","17.02",32900,"2.82021151586369"
"ROSG","Rosetta Genomics Ltd.","Consumer Durables","Major Pharmaceuticals","3.3","3.32",76000,"0.602409638554213"
"ROSE","Rosetta Resources Inc.","Energy","Oil & Gas Production","41.26","42.91",1369700,"3.84525751573059"
"ROST","Ross Stores, Inc.","Consumer Services","Clothing/Shoe/Accessory Stores","64.99","66.07",1330500,"1.6346299379446"
"ROVI","Rovi Corporation","Consumer Services","Newspapers/Magazines","23.29","23.39",875200,"0.427533133817881"
"RBPAA","Royal Bancshares of Pennsylvania, Inc.","Finance","Major Banks","1.36","1.35",10700,"-0.740740740740731"
"RGLD","Royal Gold, Inc.","Basic Industries","Precious Metals","53.83","55.58",889300,"3.14861460957179"
"ROYL","Royale Energy, Inc.","Energy","Oil & Gas Production","2.36","2.46",307000,"4.0650406504065"
"FUND","Royce Focus Trust, Inc.","Finance","Asset management","6.78","6.79",56000,"0.147275405007363"
"RPXC","RPX Corporation","Misc","Multi-Sector Companies","14.49","13.41",1262500,"-8.0536912751678"
"RRST","RRSat Global Communications Network Ltd.","Consumer Services","Telecommunications Equipment","8.17","8.1",5300,"-0.864197530864197"
"RTIX","RTI Biologics, Inc.","Health Care","Industrial Specialties","3.85","3.98",374200,"3.26633165829145"
"RBCN","Rubicon Technology, Inc.","Technology","Semiconductors","7.04","7.41",571900,"4.99325236167342"
"RTEC","Rudolph Technologies, Inc.","Capital Goods","Industrial Machinery/Components","11.27","11.67",272400,"3.42759211653814"
"RUE","rue21, inc.","Consumer Services","Clothing/Shoe/Accessory Stores","31.13","31.9",132000,"2.41379310344827"
"RUSHB","Rush Enterprises, Inc.","Consumer Durables","Automotive Aftermarket","19.35","19.8",11500,"2.27272727272727"
"RUSHA","Rush Enterprises, Inc.","Consumer Durables","Automotive Aftermarket","22.4","22.89",173800,"2.14067278287463"
"RUTH","Ruth&#39;s Hospitality Group, Inc.","Consumer Services","Restaurants","9.92","9.91",295300,"-0.100908173562053"
"RYAAY","Ryanair Holdings plc","Transport","Air Freight/Delivery Services","42.99","43.34",264800,"0.807568066451314"
"SYBT","S.Y. Bancorp, Inc.","Finance","Major Banks","22.12","22.96",53800,"3.65853658536586"
"STBA","S&T Bancorp, Inc.","Finance","Major Banks","18.1","18.87",110900,"4.08055113937467"
"SANW","S&W Seed Company","Consumer Non-Durables","Farming/Seeds/Milling","9.21","9.22",96900,"0.108459869848154"
"SBRA","Sabra Healthcare REIT, Inc.","Consumer Services","Real Estate Investment Trusts","29.57","29.82",364100,"0.838363514419849"
"SAFT","Safety Insurance Group, Inc.","Finance","Property-Casualty Insurers","48.03","49.67",64300,"3.30179182605195"
"SGNT","Sagent Pharmaceuticals, Inc.","Consumer Durables","Major Pharmaceuticals","16.25","16.54",91600,"1.75332527206771"
"SAIA","Saia, Inc.","Transport","Trucking Freight/Courier Services","40.18","40.92",369300,"1.80840664711633"
"SALM","Salem Communications Corporation","Consumer Services","Broadcasting","8.53","9.18",93100,"7.08061002178649"
"SAL","Salisbury Bancorp, Inc.","Finance","Savings Institutions",27,"26.74",1300,"-0.972326103216159"
"SLXP","Salix Pharmaceuticals, Ltd.","Consumer Durables","Major Pharmaceuticals","52.29","52.29",630400,0
"SAFM","Sanderson Farms, Inc.","Consumer Non-Durables","Meat/Poultry/Fish","60.69","61.26",207800,"0.930460333006855"
"SNDK","SanDisk Corporation","Technology","Electronic Components","51.18","52.44",6635600,"2.40274599542334"
"SASR","Sandy Spring Bancorp, Inc.","Finance","Major Banks","19.75","20.48",117200,"3.564453125"
"SGMO","Sangamo BioSciences, Inc.","Health Care","Biotechnology: Biological Products (No Diagnostic Substances)","9.45","10.18",1022400,"7.17092337917485"
"SANM","Sanmina Corporation","Technology","Electrical Products","12.01","12.62",738800,"4.83359746434231"
"SNTS","Santarus, Inc.","Consumer Durables","Major Pharmaceuticals","17.75","18.37",1050300,"3.37506804572674"
"SPNS","Sapiens International Corporation N.V.","Technology","Computer Software: Prepackaged Software","5.64","5.79",90100,"2.59067357512954"
"SAPE","Sapient Corporation","Technology","EDP Services","11.36","11.67",729400,"2.65638389031706"
"SRPT","Sarepta Therapeutics, Inc.","Consumer Durables","Major Pharmaceuticals","31.15","29.04",2461100,"-7.26584022038568"
"SVNT","Savient Pharmaceuticals Inc","Consumer Durables","Specialty Chemicals","0.75","0.75",173100,0
"SBFG","SB Financial Group, Inc.","Finance","Asset management","8.6","8.69",1700,"1.03567318757192"
"SBAC","SBA Communications Corporation","Consumer Services","Telecommunications Equipment","78.73","78.99",2258100,"0.329155589315089"
"SCSC","ScanSource, Inc.","Technology","Retail: Computer Software & Peripheral Equipment","27.65","28.97",126800,"4.55643769416638"
"SCBT","SCBT Financial Corporation","Finance","Major Banks","46.85","47.77",114700,"1.92589491312539"
"RMGN","SCG Financial Acquisition Corp","Misc","Business Services","17.75",18,4200,"1.38888888888888"
"SMIT","Schmitt Industries, Inc.","Capital Goods","Industrial Machinery/Components","2.78","2.75",600,"-1.09090909090908"
"SCHN","Schnitzer Steel Industries, Inc.","Consumer Durables","Industrial Specialties","24.47","24.53",423700,"0.244598450876488"
"SCHL","Scholastic Corporation","Consumer Services","Books","26.82","27.45",212600,"2.29508196721311"
"SCLN","SciClone Pharmaceuticals, Inc.","Consumer Durables","Major Pharmaceuticals","4.55","4.73",449100,"3.80549682875265"
"SGMS","Scientific Games Corp","Technology","EDP Services","8.52","8.88",366300,"4.05405405405407"
"SQI","SciQuest, Inc.","Technology","Computer Software: Prepackaged Software","22.55","22.86",152900,"1.35608048993875"
"SEAC","SeaChange International, Inc.","Technology","Radio And Television Broadcasting And Communications Equipment","10.51","10.86",301500,"3.22283609576427"
"SBCF","Seacoast Banking Corporation of Florida","Finance","Major Banks","2.02","2.14",306700,"5.60747663551402"
"STX","Seagate Technology.","Technology","Electronic Components","36.94","36.7",6192300,"-0.653950953678462"
"SHIP","Seanergy Maritime Holdings Corp","Transport","Marine Transport","1.45","1.36",400,"-6.61764705882353"
"SHLD","Sears Holdings Corporation","Consumer Services","Department/Specialty Retail Stores","50.04","51.34",577200,"2.53213868328789"
"SHOS","Sears Hometown and Outlet Stores, Inc.","Consumer Services","Department/Specialty Retail Stores","44.85","44.61",35300,"-0.537995965030258"
"SGEN","Seattle Genetics, Inc.","Health Care","Biotechnology: Biological Products (No Diagnostic Substances)","35.52","36.95",808800,"3.87009472259811"
"SNFCA","Security National Financial Corporation","Finance","Finance: Consumer Services","7.5","7.93",73500,"5.42244640605296"
"SEIC","SEI Investments Company","Finance","Investment Bankers/Brokers/Service","28.06","28.66",1074700,"2.09351011863225"
"SCSS","Select Comfort Corporation","Consumer Durables","Home Furnishings","20.74","21.22",1950200,"2.26201696512724"
"SLTC","Selectica, Inc.","Technology","Computer Software: Prepackaged Software","8.3","8.3",500,0
"SIGI","Selective Insurance Group, Inc.","Finance","Property-Casualty Insurers","22.7","23.43",477200,"3.11566367904397"
"LEDS","SemiLEDS Corporation","Technology","Semiconductors","1.6","2.02",2379400,"20.7920792079208"
"SMTC","Semtech Corporation","Technology","Semiconductors","31.08","32.07",583000,"3.08699719363892"
"SENEA","Seneca Foods Corp.","Consumer Non-Durables","Packaged Foods","30.86","32.59",23800,"5.30837680270022"
"SNMX","Senomyx, Inc.","Health Care","Biotechnology: Commercial Physical & Biological Resarch","2.06","2.05",155600,"-0.487804878048781"
"SQNM","Sequenom, Inc.","Capital Goods","Industrial Machinery/Components","3.58","3.77",3164600,"5.03978779840849"
"SREV","ServiceSource International, Inc.","Misc","Business Services",6,"6.4",391100,"6.25"
"SVBI","Severn Bancorp Inc","Finance","Major Banks","4.17","4.23",13900,"1.41843971631207"
"SGOC","SGOCO Group, Ltd","Technology","Radio And Television Broadcasting And Communications Equipment","1.03","1.1",16400,"6.36363636363637"
"GAME","Shanda Games Limited","Misc","Business Services","2.96","2.96",206200,0
"SMED","Sharps Compliance Corp","Basic Industries","Environmental Services",3,"3.08",66700,"2.5974025974026"
"SHEN","Shenandoah Telecommunications Co","Public Utilities","Telecommunications Equipment","15.37","16.39",137300,"6.22330689444784"
"VALV","Shengkai Innovations, Inc.","Capital Goods","Metal Fabrications","0.71","0.7",8300,"-1.42857142857142"
"SHFL","SHFL Entertainment, Inc.","Consumer Durables","Misc manufacturing industries","15.24","15.8",440800,"3.54430379746836"
"SHLO","Shiloh Industries, Inc.","Capital Goods","Industrial Specialties","9.64","9.85",24700,"2.13197969543146"
"SHPG","Shire plc","Consumer Durables","Major Pharmaceuticals","93.36","93.64",477400,"0.29901751388296"
"SCVL","Shoe Carnival, Inc.","Consumer Services","Clothing/Shoe/Accessory Stores","19.79","20.83",69300,"4.99279884781565"
"SHBI","Shore Bancshares Inc","Finance","Major Banks","6.85",7,8700,"2.14285714285715"
"SHOR","ShoreTel, Inc.","Public Utilities","Telecommunications Equipment","3.95","3.61",714600,"-9.41828254847645"
"SFLY","Shutterfly, Inc.","Misc","Other Consumer Services","44.9","44.53",1172900,"-0.830900516505717"
"SIFI","SI Financial Group, Inc.","Finance","Savings Institutions","11.35","11.6",41900,"2.1551724137931"
"SIEB","Siebert Financial Corp.","Finance","Investment Bankers/Brokers/Service","1.42","1.42",2400,0
"BSRR","Sierra Bancorp","Finance","Major Banks","12.02","12.92",166300,"6.96594427244582"
"SWIR","Sierra Wireless, Inc.","Technology","Radio And Television Broadcasting And Communications Equipment","11.04","11.1",84400,"0.540540540540546"
"SIFY","Sify Technologies Limited","Technology","Computer Software: Programming, Data Processing","1.83","1.84",14600,"0.543478260869568"
"SIGA","SIGA Technologies Inc.","Consumer Durables","Major Pharmaceuticals","3.17","3.3",292000,"3.93939393939393"
"SIGM","Sigma Designs, Inc.","Technology","Semiconductors","4.61","4.76",245100,"3.15126050420167"
"SIAL","Sigma-Aldrich Corporation","Consumer Durables","Specialty Chemicals","77.95","78.69",553600,"0.940399034184769"
"SGMA","SigmaTron International, Inc.","Technology","Electrical Products","4.12","4.13",2700,"0.242130750605318"
"SBNY","Signature Bank","Finance","Major Banks","71.21","71.61",374600,"0.558581203742503"
"SLGN","Silgan Holdings, Inc.","Consumer Durables","Containers/Packaging","47.31","47.87",174800,"1.16983496970962"
"SILC","Silicom Ltd","Technology","Computer Communications Equipment","30.34","30.58",22100,"0.784826684107254"
"SGI","Silicon Graphics International Corp","Technology","Computer Manufacturing","13.92",13,1436900,"-7.07692307692307"
"SIMG","Silicon Image, Inc.","Capital Goods","Electrical Products","5.16","4.93",2200100,"-4.66531440162272"
"SLAB","Silicon Laboratories, Inc.","Technology","Semiconductors","38.96","39.71",282400,"1.8886930244271"
"SIMO","Silicon Motion Technology Corporation","Technology","Semiconductors","10.92","10.9",506300,"-0.183486238532105"
"SPIL","Siliconware Precision Industries Company, Ltd.","Technology","Semiconductors","5.98","6.09",512200,"1.80623973727421"
"SSRI","Silver Standard Resources Inc.","Basic Industries","Precious Metals","7.12","7.14",1756400,"0.280112044817926"
"SFNC","Simmons First National Corporation","Finance","Major Banks","23.7","24.52",63000,"3.3442088091354"
"SMPL","Simplicity Bancorp Inc.","Finance","Savings Institutions","14.5",15,23400,"3.33333333333333"
"SLP","Simulations Plus, Inc.","Technology","EDP Services",4,4,46000,0
"SINA","Sina Corporation","Technology","Computer Software: Prepackaged Software","56.23","56.32",2003400,"0.159801136363646"
"SBGI","Sinclair Broadcast Group, Inc.","Consumer Services","Broadcasting","27.57","26.8",2274100,"-2.87313432835821"
"SINO","Sino-Global Shipping America, Ltd.","Transport","Oil Refining/Marketing","1.67","1.62",5400,"-3.08641975308641"
"SCOK","SinoCoking Coal and Coke Chemical Industries, Inc","Basic Industries","Steel/Iron Ore","1.2","1.18",15600,"-1.69491525423728"
"SVA","Sinovac Biotech, Ltd.","Consumer Durables","Major Pharmaceuticals","3.38","3.56",316300,"5.0561797752809"
"SIRI","Sirius XM Radio Inc.","Consumer Services","Broadcasting","3.36","3.25",96408300,"-3.38461538461539"
"SIRO","Sirona Dental Systems, Inc.","Health Care","Medical/Dental Instruments","72.94","73.54",213400,"0.815882512918154"
"SKUL","Skullcandy, Inc.","Consumer Non-Durables","Consumer Electronics/Appliances","4.87","5.14",1373300,"5.25291828793774"
"MOBI","Sky-mobi Limited","Technology","Computer Software: Prepackaged Software","1.79","1.73",36400,"-3.46820809248556"
"SPU","SkyPeople Fruit Juice, Inc.","Consumer Non-Durables","Packaged Foods","2.13","2.19",14400,"2.73972602739726"
"SKBI","Skystar Bio-Pharmaceutical Company","Consumer Durables","Major Pharmaceuticals","1.4","1.45",2200,"3.44827586206897"
"SKYW","SkyWest, Inc.","Transport","Air Freight/Delivery Services",14,"14.31",475000,"2.16631726065689"
"SWKS","Skyworks Solutions, Inc.","Technology","Semiconductors","21.57","22.07",3914900,"2.26551880380608"
"SLMAP","SLM Corporation","Finance","Finance: Consumer Services","50.1","49.92",4200,"-0.360576923076916"
"SLM","SLM Corporation","Finance","Finance: Consumer Services","20.57","20.65",1801300,"0.387409200968514"
"SMT","SMART Technologies Inc.","Technology","Computer peripheral equipment","1.37","1.44",23800,"4.86111111111111"
"SPRO","SmartPros Ltd.","Consumer Services","Other Consumer Services","1.5","1.52",400,"1.31578947368421"
"SWHC","Smith & Wesson Holding Corporation","Capital Goods","Ordnance And Accessories","8.58","8.78",1688200,"2.27790432801821"
"SMSI","Smith Micro Software, Inc.","Technology","Computer Software: Prepackaged Software","1.36","1.4",27700,"2.85714285714285"
"SMTX","SMTC Corporation","Technology","Electrical Products","2.24","2.24",9700,0
"LNCE","Snyder&#39;s-Lance, Inc.","Consumer Non-Durables","Specialty Foods","24.42","25.18",296500,"3.01826846703732"
"SODA","SodaStream International Ltd.","Consumer Durables","Consumer Electronics/Appliances","52.48","53.84",485400,"2.52600297176822"
"SOHU","Sohu.com Inc.","Technology","EDP Services","50.99","51.44",363000,"0.874805598755823"
"SLRC","Solar Capital Ltd.","Finance","Asset management","23.4","23.93",595700,"2.21479314667782"
"SUNS","Solar Senior Capital Ltd.","Finance","Asset management","19.01","19.17",92600,"0.834637454355769"
"SCTY","SolarCity Corporation","Basic Industries","Engineering & Construction",28,"27.02",1190600,"-3.62694300518134"
"SZYM","Solazyme, Inc.","Basic Industries","Major Chemicals","8.9","9.1",435500,"2.19780219780219"
"SLTM","Solta Medical, Inc","Health Care","Biotechnology: Electromedical & Electrotherapeutic Apparatus","1.87","1.95",454200,"4.1025641025641"
"SOMH","Somerset Hills Bancorp","Finance","Major Banks","11.19","11.49",5700,"2.61096605744126"
"SONC","Sonic Corp.","Consumer Services","Restaurants","12.69","12.53",983600,"-1.27693535514766"
"SOFO","Sonic Foundry, Inc.","Technology","Radio And Television Broadcasting And Communications Equipment","6.82","7.01",7100,"2.71041369472181"
"SONS","Sonus Networks, Inc.","Technology","EDP Services","2.38","2.1",3747900,"-13.3333333333333"
"SORL","SORL Auto Parts, Inc.","Capital Goods","Auto Parts:O.E.M.","2.8","2.88",8700,"2.77777777777778"
"SOHO","Sotherly Hotels Inc.","Consumer Services","Real Estate Investment Trusts","4.06","4.2",10900,"3.33333333333334"
"SFBC","Sound Financial Bancorp, Inc.","Finance","Savings Institutions","12.66","12.48",7300,"-1.44230769230769"
"SDBT","SoundBite Communications, Inc.","Misc","Business Services","3.02","3.07",1300,"1.628664495114"
"FIRE","Sourcefire, Inc.","Technology","EDP Services","51.33","47.76",3988500,"-7.4748743718593"
"SFST","Southern First Bancshares, Inc.","Finance","Major Banks",11,"10.85",1200,"-1.38248847926268"
